director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Nanabhai Bhatt,Ragini,Mahipal,Tiwari,Action Drama Fantasy,cobra girl,"Ragini Mahipal Tiwari Nanabhai Bhatt Action, Drama, Fantasy"
Homi Adajania,Saif Ali Khan,Deepika Padukone,Diana Penty,Comedy Drama Romance,cocktail,"Saif Ali Khan Deepika Padukone Diana Penty Homi Adajania Comedy, Drama, Romance"
Khan Aleena,Vishal Anand,Rishi Bhutani,Canelle Hoppe,Drama,code blue,Vishal Anand Rishi Bhutani Canelle Hoppe Khan Aleena Drama
Manu Warrier,Arjun Mathur,Sugandha Garg,Ishwari Bose-Bhattacharya,Drama,coffee bloom,Arjun Mathur Sugandha Garg Ishwari Bose-Bhattacharya Manu Warrier Drama
Gurbir Singh Grewal,Ashutosh Rana,Sakshi Tanwar,Neha Mishra,Drama,coffee house,Ashutosh Rana Sakshi Tanwar Neha Mishra Gurbir Singh Grewal Drama
T. Prakash Rao,Shammi Kapoor,Om Prakash,Raj Mehra,Drama Romance,college girl,"Shammi Kapoor Om Prakash Raj Mehra T. Prakash Rao Drama, Romance"
S.D. Narang,Bindiya Goswami,Rita Bhaduri,Master Bhagwan,Romance,college girl,Bindiya Goswami Rita Bhaduri Master Bhagwan S.D. Narang Romance
Aziz Naser,Gullu Dada,Shahbaz Khan,Aziz Naser,Comedy,colour photo,Gullu Dada Shahbaz Khan Aziz Naser Aziz Naser Comedy
Ketan Mehta,Randeep Hooda,Nandana Sen,Paresh Rawal,Biography Drama Romance,colours of passion,"Randeep Hooda Nandana Sen Paresh Rawal Ketan Mehta Biography, Drama, Romance"
Faisal Saif,Arun Bakshi,Hayley Cleghorn,Bobby Darling,Drama,come december,Arun Bakshi Hayley Cleghorn Bobby Darling Faisal Saif Drama
Nachiket Samant,Saqib Saleem,Shweta Basu Prasad,Pooja Bedi,Comedy Romance,comedy couple,"Saqib Saleem Shweta Basu Prasad Pooja Bedi Nachiket Samant Comedy, Romance"
Rakesh Kumar,Amjad Khan,Tanuja,Arun Govil,Action,commander,Amjad Khan Tanuja Arun Govil Rakesh Kumar Action
Babbar Subhash,Mithun Chakraborty,Mandakini,Hemant Birje,Action Drama Romance,commando,"Mithun Chakraborty Mandakini Hemant Birje Babbar Subhash Action, Drama, Romance"
Dilip Ghosh,Vidyut Jammwal,Hsieh Chang Hai,Nelson Liao Sheng Hua,Action Adventure Thriller,commando,"Vidyut Jammwal Hsieh Chang Hai Nelson Liao Sheng Hua Dilip Ghosh Action, Adventure, Thriller"
Deven Bhojani,Vidyut Jammwal,Adah Sharma,Esha Gupta,Action Adventure Thriller,commando 2,"Vidyut Jammwal Adah Sharma Esha Gupta Deven Bhojani Action, Adventure, Thriller"
Aditya Datt,Vidyut Jammwal,Adah Sharma,Gulshan Devaiah,Action Adventure Thriller,commando 3,"Vidyut Jammwal Adah Sharma Gulshan Devaiah Aditya Datt Action, Adventure, Thriller"
Ram Gopal Varma,Ajay Devgn,Mohanlal,Manisha Koirala,Action Crime Drama,company,"Ajay Devgn Mohanlal Manisha Koirala Ram Gopal Varma Action, Crime, Drama"
Ravi Tandon,Amitabh Bachchan,Parveen Babi,Pran,Drama Mystery Thriller,compulsed,"Amitabh Bachchan Parveen Babi Pran Ravi Tandon Drama, Mystery, Thriller"
Muzaffar Ali,Shabana Azmi,Farooq Shaikh,Rohini Hattangadi,Drama,congregation,Shabana Azmi Farooq Shaikh Rohini Hattangadi Muzaffar Ali Drama
Shadab Ahmad,Sidharth Bhardwaj,Monis Khan,Pooja Gupta,Drama Thriller,consequence karma,"Sidharth Bhardwaj Monis Khan Pooja Gupta Shadab Ahmad Drama, Thriller"
Ram Gopal Varma,Adhvik Mahajan,Sakshi Gulati,Amruta Khanvilkar,Action Crime Drama,contract,"Adhvik Mahajan Sakshi Gulati Amruta Khanvilkar Ram Gopal Varma Action, Crime, Drama"
Lalit Marathe,Nabeel Ahmed,Amit Ashar,Bhavin Bhanushali,Horror,cookie,Nabeel Ahmed Amit Ashar Bhavin Bhanushali Lalit Marathe Horror
Dilip Mehta,Seema Biswas,Don McKellar,Lisa Ray,Comedy Drama,cooking with stella,"Seema Biswas Don McKellar Lisa Ray Dilip Mehta Comedy, Drama"
Manmohan Desai,Prayag Raj,Amitabh Bachchan,Waheeda Rehman,Action Comedy Drama,coolie,"Prayag Raj Amitabh Bachchan Waheeda Rehman Manmohan Desai Action, Comedy, Drama"
David Dhawan,Govinda,Karisma Kapoor,Harish,Action Comedy Romance,coolie no. 1,"Govinda Karisma Kapoor Harish David Dhawan Action, Comedy, Romance"
K. Raghavendra Rao,Venkatesh Daggubati,Tabu,Babu Mohan,Action Drama Romance,coolie no. 1,"Venkatesh Daggubati Tabu Babu Mohan K. Raghavendra Rao Action, Drama, Romance"
David Dhawan,Varun Dhawan,Sara Ali Khan,Paresh Rawal,Action Comedy Romance,coolie no. 1,"Varun Dhawan Sara Ali Khan Paresh Rawal David Dhawan Action, Comedy, Romance"
Madhur Bhandarkar,Bipasha Basu,Kay Kay Menon,Raj Babbar,Drama,corporate,Bipasha Basu Kay Kay Menon Raj Babbar Madhur Bhandarkar Drama
Farogh Siddique,Ajay Devgn,Karisma Kapoor,Ajit,Action Drama Romance,courage,"Ajay Devgn Karisma Kapoor Ajit Farogh Siddique Action, Drama, Romance"
Chaitanya Tamhane,Vira Sathidar,Vivek Gomber,Geetanjali Kulkarni,Drama,court,Vira Sathidar Vivek Gomber Geetanjali Kulkarni Chaitanya Tamhane Drama
Sourabh Shrivastava,Karwarkar Bhavika,Saksham Dayma,Rajeev Khandelwal,Drama,court martial,Karwarkar Bhavika Saksham Dayma Rajeev Khandelwal Sourabh Shrivastava Drama
G.S. Vijayan,Suresh Gopi,Joemon Joshy,Biju Menon,Thriller,cover story,Suresh Gopi Joemon Joshy Biju Menon G.S. Vijayan Thriller
Ritesh Menon,Swanand Kirkire,Shilpa Shukla,Kushal Punjabi,Comedy,crazy cukkad family,Swanand Kirkire Shilpa Shukla Kushal Punjabi Ritesh Menon Comedy
Samir Karnik,Nafisa Ali,Yugesh Anil,Madhuri Bhattacharya,Action Comedy Drama,crazy mad lover,"Nafisa Ali Yugesh Anil Madhuri Bhattacharya Samir Karnik Action, Comedy, Drama"
Kranti Kanadé,Mrinmayee Godbole,Isha Keskar,Abhay Mahajan,Drama Romance,crd,"Mrinmayee Godbole Isha Keskar Abhay Mahajan Kranti Kanadé Drama, Romance"
Vikram Bhatt,Bipasha Basu,Imran Abbas,Mukul Dev,Action Horror Sci-Fi,creature,"Bipasha Basu Imran Abbas Mukul Dev Vikram Bhatt Action, Horror, Sci-Fi"
Mahesh Bhatt,Nagarjuna Akkineni,Manisha Koirala,Ramya Krishnan,Action Romance Thriller,criminal,"Nagarjuna Akkineni Manisha Koirala Ramya Krishnan Mahesh Bhatt Action, Romance, Thriller"
Mohit Suri,Emraan Hashmi,Neha Sharma,Arjan Bajwa,Action Drama Thriller,crook: it's good to be bad,"Emraan Hashmi Neha Sharma Arjan Bajwa Mohit Suri Action, Drama, Thriller"
Moosa Saleem,Hardik Kapadia,Vijay Ashok Sharma,Aastha Gautam,Mystery Sci-Fi Thriller,cryptic road,"Hardik Kapadia Vijay Ashok Sharma Aastha Gautam Moosa Saleem Mystery, Sci-Fi, Thriller"
K. Hariharan,Om Puri,Deepti Naval,Shreeram Lagoo,Drama,current,Om Puri Deepti Naval Shreeram Lagoo K. Hariharan Drama
Shashi Sudigala,Nishan Nanaiah,Sunny Hinduja,Girija Oak,Drama Sport,cycle kick,"Nishan Nanaiah Sunny Hinduja Girija Oak Shashi Sudigala Drama, Sport"
Sagar Pathak,Kirti Adarkar,Aarya Adhav,Arun Bali,Biography Family,cypher,"Kirti Adarkar Aarya Adhav Arun Bali Sagar Pathak Biography, Family"
Vishram Sawant,Randeep Hooda,Chunky Panday,Rukhsar Rehman,Crime Drama Thriller,d,"Randeep Hooda Chunky Panday Rukhsar Rehman Vishram Sawant Crime, Drama, Thriller"
Ram Gopal Varma,Sandeep Bose,Abhilash Chaudhary,Pranay Dixit,Action Crime Thriller,d company,"Sandeep Bose Abhilash Chaudhary Pranay Dixit Ram Gopal Varma Action, Crime, Thriller"
Arshad Khan,Ayub Khan,Ritu Parna,Simran,Drama Action Comedy,daadagiri,"Ayub Khan Ritu Parna Simran Arshad Khan Drama, Action, Comedy"
L.V. Prasad,Ashok Kumar,Bina Rai,Dilip Raj,Action Comedy Drama,daadi maa,"Ashok Kumar Bina Rai Dilip Raj L.V. Prasad Action, Comedy, Drama"
Kamal Amrohi,Meena Kumari,Nasir Khan,M. Kumar,Drama,daaera,Meena Kumari Nasir Khan M. Kumar Kamal Amrohi Drama
Amiya Chakrabarty,Dilip Kumar,Nimmi,Usha Kiran,Drama Romance,daag,"Dilip Kumar Nimmi Usha Kiran Amiya Chakrabarty Drama, Romance"
Yash Chopra,Rajesh Khanna,Sharmila Tagore,Rakhee Gulzar,Drama Music Romance,daag: a poem of love,"Rajesh Khanna Sharmila Tagore Rakhee Gulzar Yash Chopra Drama, Music, Romance"
Raj Kanwar,Sanjay Dutt,Chandrachur Singh,Mahima Chaudhry,Action Drama Thriller,daag: the fire,"Sanjay Dutt Chandrachur Singh Mahima Chaudhry Raj Kanwar Action, Drama, Thriller"
Basu Bhattacharya,Kabir Bedi,Bindu,Amrish Puri,Action Thriller,daaku,"Kabir Bedi Bindu Amrish Puri Basu Bhattacharya Action, Thriller"
Satyen Bose,Nimmi,Kishore Kumar,Abhi Bhattacharya,Comedy Drama,daal me kala,"Nimmi Kishore Kumar Abhi Bhattacharya Satyen Bose Comedy, Drama"
Anand Balraj,Anand Balraj,Sudesh Berry,Kishore Anand Bhanushali,Comedy,daal mein kuch kaala hai,Anand Balraj Sudesh Berry Kishore Anand Bhanushali Anand Balraj Comedy
Vinod Kumar,Sanjay Khan,Saira Banu,Balraj Sahni,Drama Romance,daaman aur aag,"Sanjay Khan Saira Banu Balraj Sahni Vinod Kumar Drama, Romance"
T.L.V. Prasad,Vikas Anand,Anusha,Asrani,Action Crime Drama,daanveer,"Vikas Anand Anusha Asrani T.L.V. Prasad Action, Crime, Drama"
Babu Yogeswaran,Vadivelu,Fefsi Vijayan,Krishna Ghattamaneni,Action Romance,daas,"Vadivelu Fefsi Vijayan Krishna Ghattamaneni Babu Yogeswaran Action, Romance"
Sudhir Mishra,Yogesh Raj Mishra,Rahul Bhatt,Richa Chadha,Drama Thriller,daas dev,"Yogesh Raj Mishra Rahul Bhatt Richa Chadha Sudhir Mishra Drama, Thriller"
Raj Khosla,Sanjeev Kumar,Rekha,Moushumi Chatterjee,Drama Romance,daasi,"Sanjeev Kumar Rekha Moushumi Chatterjee Raj Khosla Drama, Romance"
Sultan Ahmed,Tom Alter,Shoma Anand,Arun Bakshi,Action Drama,daata,"Tom Alter Shoma Anand Arun Bakshi Sultan Ahmed Action, Drama"
Sunil Agnihotri,Naseeruddin Shah,Akshay Kumar,Raveena Tandon,Action Drama Romance,daava,"Naseeruddin Shah Akshay Kumar Raveena Tandon Sunil Agnihotri Action, Drama, Romance"
Aditi Roy,Jayant Kripalani,Sauraseni Maitra,Suhasini Mulay,Drama,daawat-e-biryani,Jayant Kripalani Sauraseni Maitra Suhasini Mulay Aditi Roy Drama
Habib Faisal,Aditya Roy Kapoor,Parineeti Chopra,Anupam Kher,Comedy Drama Romance,daawat-e-ishq,"Aditya Roy Kapoor Parineeti Chopra Anupam Kher Habib Faisal Comedy, Drama, Romance"
D.S. Azad,Sanjeeva Affrin,Satyendra Kapoor,Shakti Kapoor,Horror,daayan,Sanjeeva Affrin Satyendra Kapoor Shakti Kapoor D.S. Azad Horror
Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam,Comedy Drama Family,daayen ya baayen,"Deepak Dobriyal Manav Kaul Badrul Islam Bela Negi Comedy, Drama, Family"
Yogesh Raj Mishra,Akanksha Awasthi,C P Bhatt,Samarth Chaturvedi,Action,dabang sarkar,Akanksha Awasthi C P Bhatt Samarth Chaturvedi Yogesh Raj Mishra Action
Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood,Action Comedy Crime,dabangg,"Salman Khan Sonakshi Sinha Sonu Sood Abhinav Kashyap Action, Comedy, Crime"
Arbaaz Khan,Salman Khan,Sonakshi Sinha,Prakash Raj,Action Comedy Crime,dabangg 2,"Salman Khan Sonakshi Sinha Prakash Raj Arbaaz Khan Action, Comedy, Crime"
Prabhu Deva,Salman Khan,Sudeep,Sonakshi Sinha,Action Comedy Crime,dabangg 3,"Salman Khan Sudeep Sonakshi Sinha Prabhu Deva Action, Comedy, Crime"
Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri,Action Drama,dacait,"Rakhee Gulzar Sunny Deol Meenakshi Sheshadri Rahul Rawail Action, Drama"
Jitendra Chawda,Ishrat Ali,Dharmendra,Mohan Joshi,Action,dacait,Ishrat Ali Dharmendra Mohan Joshi Jitendra Chawda Action
Jugal Kishore,Vinod Mehra,Bindiya Goswami,Jeevan,Action Drama Family,dada,"Vinod Mehra Bindiya Goswami Jeevan Jugal Kishore Action, Drama, Family"
T.L.V. Prasad,Ishrat Ali,Arjun,Mithun Chakraborty,Action,dada,Ishrat Ali Arjun Mithun Chakraborty T.L.V. Prasad Action
Deepak S. Shivdasani,Rati Agnihotri,Rakesh Bedi,Mohan Choti,Action Crime Drama,dadagiri,"Rati Agnihotri Rakesh Bedi Mohan Choti Deepak S. Shivdasani Action, Crime, Drama"
Tarun Majumdar,Tapas Pal,Ayan Banerjee,Mahua Roy Chowdhury,Comedy Drama,dadar kirti,"Tapas Pal Ayan Banerjee Mahua Roy Chowdhury Tarun Majumdar Comedy, Drama"
Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat,Action Biography Crime,daddy,"Arjun Rampal Aishwarya Rajesh Nishikant Kamat Ashim Ahluwalia Action, Biography, Crime"
K. Muralimohana Rao,Sunil Shetty,Aarti Chhabria,Aashish Chaudhary,Comedy Drama,daddy cool: join the fun,"Sunil Shetty Aarti Chhabria Aashish Chaudhary K. Muralimohana Rao Comedy, Drama"
Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi,Drama,daddy's daughter,Mithilesh Chaturvedi Farheen Khan Garima Rastogi Abhimanyu Chauhan Drama
K. Shrivastava,Randhir Kapoor,Rekha,Ajit,Drama Mystery,dafaa 302: indian penal code section 302 (section of murder),"Randhir Kapoor Rekha Ajit K. Shrivastava Drama, Mystery"
Chandrakant Kanse,Ankush Chaudhari,Makrand Deshpande,Pooja Sawant,Action Crime Drama,dagadi chaawl,"Ankush Chaudhari Makrand Deshpande Pooja Sawant Chandrakant Kanse Action, Crime, Drama"
Rituparno Ghosh,Shakuntala Barua,Chandni,Abhishek Chatterjee,Drama,dahan,Shakuntala Barua Chandni Abhishek Chatterjee Rituparno Ghosh Drama
Shantaram Rajaram Vankudre,Mumtaz Begum,Karan Dewan,Jayashree,Drama,dahej,Mumtaz Begum Karan Dewan Jayashree Shantaram Rajaram Vankudre Drama
Lateef Binny,Sonali Bendre,Danny Denzongpa,Anang Desai,Drama Romance Thriller,dahek: a burning passion,"Sonali Bendre Danny Denzongpa Anang Desai Lateef Binny Drama, Romance, Thriller"
Aroop Adhikari,Sharad S. Kapoor,Amit Khaladkar,Rajit Kapoor,Crime Drama Romance,dahek: a restless mind,"Sharad S. Kapoor Amit Khaladkar Rajit Kapoor Aroop Adhikari Crime, Drama, Romance"
Ravi Chopra,Jackie Shroff,Raj Babbar,Meenakshi Sheshadri,Action Drama,dahleez,"Jackie Shroff Raj Babbar Meenakshi Sheshadri Ravi Chopra Action, Drama"
Shyam Ramsay,Tulsi Ramsay,Navin Nischol,Sarika,Horror,dahshat,Tulsi Ramsay Navin Nischol Sarika Shyam Ramsay Horror
Prathap Pothen,Harish,Sohniya,Sonia,Drama,daisy,Harish Sohniya Sonia Prathap Pothen Drama
Keshu Ramsay,Aaloka,Bhakti Bhansali,Leena Das,Horror,dak bangla,Aaloka Bhakti Bhansali Leena Das Keshu Ramsay Horror
Sunil Dutt,Sunil Dutt,Reena Roy,Vinod Khanna,Action,daku aur jawan,Sunil Dutt Reena Roy Vinod Khanna Sunil Dutt Action
Ravikant Nagaich,Rajendra Kumar,Reena Roy,Kabir Bedi,Action Drama,daku aur mahatma,"Rajendra Kumar Reena Roy Kabir Bedi Ravikant Nagaich Action, Drama"
Kanti Shah,Sapna Sappu,Amit Pachori,Durgesh Nandini,Action Adventure Crime,daku ganga jamuna,"Sapna Sappu Amit Pachori Durgesh Nandini Kanti Shah Action, Adventure, Crime"
Ashok Roy,Zeenat Aman,Rajinikanth,Pradeep Kumar,Action Drama,daku hasina,"Zeenat Aman Rajinikanth Pradeep Kumar Ashok Roy Action, Drama"
S.R. Pratap,Dharmendra,Milind Gunaji,Mohan Joshi,Action,daku kali bhawani,Dharmendra Milind Gunaji Mohan Joshi S.R. Pratap Action
Chand,Dara Singh,Mumtaz,Prithviraj Kapoor,Action Drama,daku mangal singh,"Dara Singh Mumtaz Prithviraj Kapoor Chand Action, Drama"
Kanti Shah,Sapna Sappu,Jay Thakur,Rajesh Vivek,Adventure Drama Musical,daku ramkali,"Sapna Sappu Jay Thakur Rajesh Vivek Kanti Shah Adventure, Drama, Musical"
Vicky Ranawat,Ishrat Ali,Sadashiv Amrapurkar,Rajesh Bakshi,Action,dal: the gang,Ishrat Ali Sadashiv Amrapurkar Rajesh Bakshi Vicky Ranawat Action
Partho Ghosh,Mithun Chakraborty,Ayesha Jhulka,Ravi Behl,Action Drama,dalaal,"Mithun Chakraborty Ayesha Jhulka Ravi Behl Partho Ghosh Action, Drama"
Sohan Roy,Vinay Rai,Joshua Fredric Smith,Megha Burman,Adventure Drama Sci-Fi,dam999,"Vinay Rai Joshua Fredric Smith Megha Burman Sohan Roy Adventure, Drama, Sci-Fi"
Rajat Rakshit,Amol Palekar,Ranjeeta Kaur,Ashok Saraf,Comedy,damaad,Amol Palekar Ranjeeta Kaur Ashok Saraf Rajat Rakshit Comedy
Swapna Joshi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi,Comedy Drama Romance,damadamm!,"Himesh Reshammiya Sonal Sehgal Purbi Joshi Swapna Joshi Comedy, Drama, Romance"
Kalpana Lajmi,Raveena Tandon,Sayaji Shinde,Sanjay Suri,Drama,daman: a victim of marital violence,Raveena Tandon Sayaji Shinde Sanjay Suri Kalpana Lajmi Drama
Rajkumar Santoshi,Meenakshi Sheshadri,Rishi Kapoor,Sunny Deol,Crime Drama,damini,"Meenakshi Sheshadri Rishi Kapoor Sunny Deol Rajkumar Santoshi Crime, Drama"
Prakash Jha,Manohar Singh,Annu Kapoor,Sreela Majumdar,Drama,damul,Manohar Singh Annu Kapoor Sreela Majumdar Prakash Jha Drama
Deven Verma,Mithun Chakraborty,Padmini Kolhapure,Nirupa Roy,Action Crime Drama,dana paani,"Mithun Chakraborty Padmini Kolhapure Nirupa Roy Deven Verma Action, Crime, Drama"
Makrand Deshpande,Sonali Kulkarni,Aryan Vaid,Sayaji Shinde,Action Romance,danav,"Sonali Kulkarni Aryan Vaid Sayaji Shinde Makrand Deshpande Action, Romance"
Babbar Subhash,Mithun Chakraborty,Smita Patil,Mandakini,Action Drama Musical,dance dance,"Mithun Chakraborty Smita Patil Mandakini Babbar Subhash Action, Drama, Musical"
Rajan Khosa,Ami Arora,Roshan Bano,Kitu Gidwani,Drama Music,dance of the wind,"Ami Arora Roshan Bano Kitu Gidwani Rajan Khosa Drama, Music"
Deepak Balraj Vij,Raman Trikha,Raymon Singh,Aartii Naagpal,Family Music Romance,dance party,"Raman Trikha Raymon Singh Aartii Naagpal Deepak Balraj Vij Family, Music, Romance"
Kishore Vyas,Akshay Kumar,Kirti Singh,Mohnish Bahl,Action Drama Musical,dancer,"Akshay Kumar Kirti Singh Mohnish Bahl Kishore Vyas Action, Drama, Musical"
Sikander Bharti,Arjun,Arun Bakshi,Arun Bali,Action,dand nayak,Arjun Arun Bakshi Arun Bali Sikander Bharti Action
Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Action Biography Drama,dangal,"Aamir Khan Sakshi Tanwar Fatima Sana Shaikh Nitesh Tiwari Action, Biography, Drama"
Allari Naresh,Satya Prakash,Aahuthi Prasad,Sai Ram Shankar,Action,danger,Satya Prakash Aahuthi Prasad Sai Ram Shankar Allari Naresh Action
Govind Menon,Ashutosh Rana,Tara Deshpande,Jas Arora,Crime Drama Thriller,danger,"Ashutosh Rana Tara Deshpande Jas Arora Govind Menon Crime, Drama, Thriller"
Vikram Bhatt,Karisma Kapoor,Rajniesh Duggall,Divya Dutta,Fantasy Mystery Romance,dangerous ishq,"Karisma Kapoor Rajniesh Duggall Divya Dutta Vikram Bhatt Fantasy, Mystery, Romance"
Pushkar Manohar,Sharad Ponkshe,Smita Shewale,Ananda Karekar,Horror Thriller,dank,"Sharad Ponkshe Smita Shewale Ananda Karekar Pushkar Manohar Horror, Thriller"
Kamika Verma,Kanika Verma,Kay Kay Menon,Sonali Kulkarni,Drama,dansh,Kanika Verma Kay Kay Menon Sonali Kulkarni Kamika Verma Drama
Balmukund Tripathi,Abhishek Brahmachari,Ajay Dubey,Harsh Gupta,Drama,dansh,Abhishek Brahmachari Ajay Dubey Harsh Gupta Balmukund Tripathi Drama
Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Rishi Kapoor,Juhi Chawla,Action Drama Romance,daraar,"Mastan Alibhai Burmawalla Rishi Kapoor Juhi Chawla Abbas Alibhai Burmawalla Action, Drama, Romance"
Raj Bharat,Amala Akkineni,Raj Babbar,Kiran Kumar,Action,daraar,Amala Akkineni Raj Babbar Kiran Kumar Raj Bharat Action
Kedar Kapoor,Dara Singh,Nishi,Jeevan,Action Adventure Drama,darasingh: ironman,"Dara Singh Nishi Jeevan Kedar Kapoor Action, Adventure, Drama"
Bipin Nadkarni,Sharib Hashmi,Sharad Kelkar,Mukesh Ramani,Drama,darbaan,Sharib Hashmi Sharad Kelkar Mukesh Ramani Bipin Nadkarni Drama
A.R. Murugadoss,Rajinikanth,Nayanthara,Nivetha Thomas,Action Thriller,darbar,"Rajinikanth Nayanthara Nivetha Thomas A.R. Murugadoss Action, Thriller"
Abdul Rashid Kardar,Shyam Kumar,Nusrat,Munawar Sultana,Drama Family Musical,dard,"Shyam Kumar Nusrat Munawar Sultana Abdul Rashid Kardar Drama, Family, Musical"
Ambrish Sangal,Rajesh Khanna,Hema Malini,Poonam Dhillon,Drama Crime Family,dard (conflict of emotions),"Rajesh Khanna Hema Malini Poonam Dhillon Ambrish Sangal Drama, Crime, Family"
Sunil Dutt,Sunil Dutt,Reena Roy,Smita Patil,Drama,dard ka rishta,Sunil Dutt Reena Roy Smita Patil Sunil Dutt Drama
Suraj Prakash,Mukesh Khanna,Zarina Wahab,Shashikala,Action Romance,dard-e-dil,"Mukesh Khanna Zarina Wahab Shashikala Suraj Prakash Action, Romance"
Kaushal Bharati,Khausal Bharti,Sunil Dutt,Parveen Babi,Action,darinda,Khausal Bharti Sunil Dutt Parveen Babi Kaushal Bharati Action
Kanti Shah,Anil Nagrath,Sapna Sappu,Vinod Tripathi,Horror,darinda,Anil Nagrath Sapna Sappu Vinod Tripathi Kanti Shah Horror
K. Ravi Shankar,Govinda,Kimi Katkar,Roshni,Drama,dariya dil,Govinda Kimi Katkar Roshni K. Ravi Shankar Drama
Mayur Hardas,Chandni,Raj Arjun,Ishan Chavan,Drama,darklight,Chandni Raj Arjun Ishan Chavan Mayur Hardas Drama
Neil Biswas,Seema Biswas,Sayani Gupta,Salóme Gunnarsdóttir,Thriller,darkness visible,Seema Biswas Sayani Gupta Salóme Gunnarsdóttir Neil Biswas Thriller
Ram Gopal Varma,Fardeen Khan,Esha Deol,Isha Koppikar,Drama Horror Romance,darling,"Fardeen Khan Esha Deol Isha Koppikar Ram Gopal Varma Drama, Horror, Romance"
Gogi Anand,Dev Anand,Zeenat Aman,Nadira,Romance,darling darling,Dev Anand Zeenat Aman Nadira Gogi Anand Romance
Kalpana Lajmi,Kirron Kher,Arif Zakaria,Tabu,Drama,darmiyaan: in between,Kirron Kher Arif Zakaria Tabu Kalpana Lajmi Drama
Prawaal Raman,Saif Ali Khan,Sameera Reddy,Vivek Oberoi,Horror,darna mana hai,Saif Ali Khan Sameera Reddy Vivek Oberoi Prawaal Raman Horror
J.D. Chakravarthi,Manish Gupta,Sajid Khan,Jijy Philip,Horror,darna zaroori hai,Manish Gupta Sajid Khan Jijy Philip J.D. Chakravarthi Horror
Akhtar Hussein,Nargis,Paidi Jairaj,Rashid Khan,Crime Drama Romance,darogaji,"Nargis Paidi Jairaj Rashid Khan Akhtar Hussein Crime, Drama, Romance"
Adurthi Subba Rao,Sunil Dutt,Waheeda Rehman,Sonia Sahni,Drama Family,darpan,"Sunil Dutt Waheeda Rehman Sonia Sahni Adurthi Subba Rao Drama, Family"
Yash Chopra,Juhi Chawla,Sunny Deol,Shah Rukh Khan,Action Drama Romance,darr,"Juhi Chawla Sunny Deol Shah Rukh Khan Yash Chopra Action, Drama, Romance"
Pawan Kripalani,Jimmy Sheirgill,Nushrat Bharucha,Arif Zakaria,Horror Thriller,darr @ the mall,"Jimmy Sheirgill Nushrat Bharucha Arif Zakaria Pawan Kripalani Horror, Thriller"
Shyam Ramsay,Tulsi Ramsay,Anil Dhawan,Shyamalee,Horror,darwaza,Tulsi Ramsay Anil Dhawan Shyamalee Shyam Ramsay Horror
Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori,Horror,darwaza,Arun Mathur Anil Nagrath Amit Pachori Kanti Shah Horror
J.D. Chakravarthi,Ishrat Ali,Abhay Bhargava,Snehal Dabi,Comedy Crime Drama,darwaza bandh rakho,"Ishrat Ali Abhay Bhargava Snehal Dabi J.D. Chakravarthi Comedy, Crime, Drama"
Rajan Kothari,Dayal Nihalani,Yashpal Sharma,Pratibha Sharma,Drama,das capital gulamon ki rajdhani,Dayal Nihalani Yashpal Sharma Pratibha Sharma Rajan Kothari Drama
Bhavik Thakore,Vinay Apte,Kenneth Desai,Rupali Ganguly,Animation Family,dashavatar,"Vinay Apte Kenneth Desai Rupali Ganguly Bhavik Thakore Animation, Family"
Manish Vatssalya,Saurabh Choudhary,Neil Nitin Mukesh,Tina Desai,Action Thriller,dassehra,"Saurabh Choudhary Neil Nitin Mukesh Tina Desai Manish Vatssalya Action, Thriller"
B.R. Chopra,Dilip Kumar,Sharmila Tagore,Prem Chopra,Comedy Drama Thriller,dastaan,"Dilip Kumar Sharmila Tagore Prem Chopra B.R. Chopra Comedy, Drama, Thriller"
